player,bpm,obpm,dbpm,vorp,age,ts_pct,mp,tov_pct,trb_pct,usg_pct,fg3a_per_fga_pct,fta_per_fga_pct,team,year,fg3_pct,fg2_pct,ft_pct
DeAndre Jordan,2.9,2.2,0.7,3.5,26,0.638,2820,12.8,24.5,13.6,0.007,0.882,LAC,2015,0.25,0.713,0.397
J.J. Redick,1.3,2.9,-1.6,2.0,30,0.622,2409,8.5,3.9,21.0,0.488,0.216,LAC,2015,0.437,0.515,0.901
Blake Griffin,4.0,3.8,0.2,3.6,25,0.551,2356,10.2,12.1,28.4,0.022,0.373,LAC,2015,0.4,0.504,0.728
Matt Barnes,-0.3,-0.5,0.2,1.0,34,0.574,2271,11.6,7.5,14.9,0.603,0.152,LAC,2015,0.362,0.569,0.779
Jamal Crawford,0.7,1.9,-1.2,1.2,34,0.532,1703,8.8,4.1,27.6,0.434,0.3,LAC,2015,0.327,0.448,0.901
Spencer Hawes,-2.3,-3.0,0.7,-0.1,26,0.478,1274,12.1,11.4,17.9,0.424,0.164,LAC,2015,0.313,0.452,0.647
Glen Davis,-3.1,-3.9,0.8,-0.3,29,0.495,904,11.6,10.5,16.7,0.016,0.373,LAC,2015,0.0,0.466,0.632
Austin Rivers,-2.7,-2.6,-0.1,-0.1,22,0.488,791,10.5,6.0,19.0,0.296,0.201,LAC,2015,0.309,0.477,0.582
Hedo Türkoğlu,-0.2,-0.1,-0.1,0.3,35,0.602,705,13.1,7.9,14.2,0.739,0.059,LAC,2015,0.432,0.469,0.545
Jordan Farmar,-1.4,-1.2,-0.1,0.1,28,0.513,529,16.4,4.5,16.6,0.614,0.07,LAC,2015,0.361,0.426,0.909
Reggie Bullock,-1.2,-1.5,0.3,0.1,23,0.578,263,9.6,8.6,10.7,0.722,0.093,LAC,2015,0.385,0.533,0.8
Ekpe Udoh,-1.2,-3.9,2.7,0.0,27,0.519,128,20.0,11.4,12.3,0.0,0.375,LAC,2015,0.0,0.458,0.778
Nate Robinson,-2.7,-1.9,-0.8,0.0,30,0.429,126,13.0,4.9,22.1,0.392,0.118,LAC,2015,0.35,0.323,0.833
Dahntay Jones,-8.3,-7.6,-0.6,-0.2,34,0.406,123,3.7,5.0,9.8,0.19,0.524,LAC,2015,0.0,0.353,0.818
Jordan Hamilton,-2.4,-1.7,-0.7,0.0,24,0.543,122,10.3,7.4,14.4,0.6,0.0,LAC,2015,0.476,0.286,0.0
Chris Douglas-Roberts,-6.8,-5.6,-1.2,-0.1,28,0.387,103,0.0,6.6,10.7,0.333,0.381,LAC,2015,0.143,0.286,1.0
C.J. Wilcox,-4.9,-3.0,-1.8,-0.1,24,0.527,101,20.5,3.9,21.8,0.5,0.053,LAC,2015,0.368,0.474,1.0
Jared Cunningham,-8.1,-6.1,-2.0,-0.1,23,0.452,89,15.3,5.7,23.2,0.394,0.394,LAC,2015,0.308,0.4,0.538
Lester Hudson,4.1,-0.7,4.8,0.1,30,0.571,56,16.0,8.0,15.1,0.429,0.286,LAC,2015,0.5,0.375,0.75
Stephen Curry,9.9,8.2,1.7,7.9,26,0.638,2613,14.3,7.0,28.9,0.482,0.251,GSW,2015,0.443,0.528,0.914
Draymond Green,3.5,0.7,2.8,3.5,24,0.54,2490,13.5,14.0,17.2,0.43,0.261,GSW,2015,0.337,0.523,0.66
Klay Thompson,4.4,4.5,-0.1,4.0,24,0.591,2455,9.5,5.4,27.6,0.42,0.197,GSW,2015,0.439,0.481,0.879
Harrison Barnes,0.1,0.2,-0.1,1.2,22,0.573,2318,9.0,10.5,14.9,0.328,0.229,GSW,2015,0.405,0.519,0.72
Andre Iguodala,0.9,-0.4,1.4,1.5,31,0.553,2069,13.9,6.7,13.3,0.427,0.23,GSW,2015,0.349,0.553,0.596
Andrew Bogut,2.4,-0.9,3.3,1.8,30,0.565,1583,22.1,18.5,13.2,0.0,0.118,GSW,2015,0.0,0.563,0.524
Shaun Livingston,-0.8,-1.4,0.6,0.4,29,0.529,1468,19.0,6.7,15.9,0.005,0.23,GSW,2015,0.0,0.503,0.714
Marreese Speights,-1.9,-0.9,-1.1,0.0,27,0.546,1207,10.2,14.5,29.1,0.028,0.276,GSW,2015,0.278,0.498,0.843
Leandro Barbosa,0.3,0.0,0.4,0.6,32,0.558,982,9.5,5.0,20.5,0.29,0.192,GSW,2015,0.384,0.511,0.784
David Lee,0.9,0.1,0.8,0.7,31,0.541,904,12.0,15.3,19.6,0.006,0.332,GSW,2015,0.0,0.514,0.654
Justin Holiday,-1.4,-2.4,1.0,0.1,25,0.498,657,10.2,6.0,18.8,0.464,0.191,GSW,2015,0.321,0.444,0.822
Festus Ezeli,-1.8,-2.2,0.3,0.0,25,0.58,504,15.6,16.6,17.7,0.0,0.561,GSW,2015,0.0,0.547,0.628
Brandon Rush,-7.3,-7.1,-0.3,-0.4,29,0.255,271,15.8,8.2,11.2,0.5,0.204,GSW,2015,0.111,0.296,0.455
James Michael McAdoo,-2.3,-2.1,-0.2,0.0,22,0.564,137,9.8,14.6,19.4,0.0,0.568,GSW,2015,0.0,0.545,0.56
Ognjen Kuzmić,-1.4,-2.3,0.8,0.0,24,0.727,72,26.7,12.7,11.3,0.0,0.333,GSW,2015,0.0,0.667,1.0
Eric Bledsoe,2.1,1.6,0.5,2.9,25,0.555,2800,18.1,8.3,23.7,0.26,0.422,PHO,2015,0.324,0.491,0.8
Markieff Morris,-0.3,-0.5,0.2,1.1,25,0.523,2581,12.4,10.7,23.3,0.163,0.211,PHO,2015,0.318,0.494,0.763
P.J. Tucker,0.4,-0.7,1.0,1.4,29,0.541,2383,12.7,11.5,13.9,0.423,0.24,PHO,2015,0.345,0.506,0.727
Marcus Morris,0.1,0.1,0.0,1.1,25,0.52,2045,8.2,10.3,19.0,0.41,0.148,PHO,2015,0.358,0.487,0.628
Goran Dragić,0.1,1.1,-1.0,0.9,28,0.573,1735,13.4,5.8,21.5,0.274,0.191,PHO,2015,0.355,0.556,0.746
Alex Len,-1.8,-2.8,1.0,0.1,21,0.542,1518,15.7,16.4,13.7,0.008,0.295,PHO,2015,0.333,0.509,0.702
Gerald Green,-0.3,1.2,-1.5,0.6,29,0.532,1446,11.1,7.0,28.4,0.497,0.154,PHO,2015,0.354,0.478,0.825
Isaiah Thomas,2.5,3.2,-0.8,1.4,25,0.579,1181,12.8,5.1,25.8,0.404,0.412,PHO,2015,0.391,0.449,0.872
Miles Plumlee,-0.7,-1.7,1.0,0.3,26,0.55,1005,17.5,14.9,11.2,0.0,0.195,PHO,2015,0.0,0.549,0.5
Brandan Wright,2.9,1.0,1.9,1.0,27,0.6,858,6.4,12.4,12.8,0.014,0.29,PHO,2015,0.0,0.588,0.667
T.J. Warren,-0.9,-0.6,-0.4,0.2,21,0.551,614,10.8,7.6,17.8,0.098,0.089,PHO,2015,0.238,0.56,0.737
Archie Goodwin,-3.4,-2.8,-0.6,-0.2,20,0.486,535,16.8,7.6,23.4,0.204,0.413,PHO,2015,0.293,0.419,0.735
Brandon Knight,-2.9,-1.2,-1.7,-0.1,23,0.472,347,12.9,3.6,22.6,0.469,0.203,PHO,2015,0.313,0.395,0.828
Anthony Tolliver,-2.5,-1.3,-1.2,0.0,29,0.522,272,12.6,8.9,14.2,0.838,0.081,PHO,2015,0.387,0.167,0.667
Earl Barron,-7.4,-6.6,-0.8,-0.2,33,0.361,143,10.1,10.7,15.1,0.103,0.308,PHO,2015,0.5,0.286,0.5
Shavlik Randolph,-6.0,-4.8,-1.2,-0.1,31,0.289,101,6.4,14.1,13.7,0.16,0.4,PHO,2015,0.0,0.286,0.5
Marcus Thornton,-4.9,-5.3,0.4,-0.1,27,0.379,81,10.6,8.8,25.6,0.475,0.125,PHO,2015,0.105,0.524,0.8
Reggie Bullock,-10.2,-8.9,-1.2,-0.2,23,0.113,75,10.1,7.3,11.6,0.438,0.25,PHO,2015,0.0,0.111,0.5
Tyler Ennis,-1.8,0.3,-2.1,0.0,20,0.503,58,26.8,6.6,22.6,0.286,0.095,PHO,2015,0.333,0.467,1.0
A.J. Price,-11.8,-9.5,-2.3,-0.1,28,0.214,44,6.7,3.7,15.0,0.5,0.0,PHO,2015,0.0,0.429,0.0
Jerel McNeal,-9.1,-10.5,1.4,-0.1,27,0.379,36,29.6,4.6,20.6,0.182,0.182,PHO,2015,0.5,0.222,1.0
Zoran Dragić,-9.9,-4.1,-5.7,0.0,25,0.322,13,0.0,12.6,31.5,0.625,0.375,PHO,2015,0.0,0.667,0.667
Seth Curry,-23.1,-20.1,-3.0,0.0,24,0.0,8,0.0,13.7,16.5,0.333,0.0,PHO,2015,0.0,0.0,0.0
Ben McLemore,-2.2,-1.3,-0.9,-0.2,21,0.552,2670,13.3,5.1,17.2,0.471,0.193,SAC,2015,0.358,0.507,0.813
Rudy Gay,2.7,3.4,-0.7,2.9,28,0.556,2408,12.4,9.4,27.0,0.197,0.352,SAC,2015,0.359,0.479,0.858
DeMarcus Cousins,4.3,2.8,1.5,3.2,24,0.545,2013,16.3,21.1,34.1,0.008,0.508,SAC,2015,0.25,0.469,0.782
Jason Thompson,-2.8,-2.6,-0.2,-0.4,28,0.5,1991,14.6,15.1,12.7,0.002,0.334,SAC,2015,0.0,0.471,0.622
Darren Collison,2.1,2.3,-0.2,1.6,27,0.575,1565,15.1,5.2,20.9,0.293,0.335,SAC,2015,0.373,0.514,0.788
Derrick Williams,-2.0,-0.3,-1.6,0.0,23,0.54,1462,8.9,7.8,18.9,0.322,0.404,SAC,2015,0.314,0.511,0.684
Ray McCallum,-2.0,-0.9,-1.1,0.0,23,0.496,1436,14.4,7.1,18.2,0.236,0.179,SAC,2015,0.306,0.479,0.679
Omri Casspi,-0.8,0.3,-1.1,0.4,26,0.58,1416,14.7,10.4,18.7,0.204,0.447,SAC,2015,0.402,0.512,0.733
Carl Landry,-2.3,-0.5,-1.7,-0.1,31,0.578,1192,11.0,12.8,18.1,0.0,0.407,SAC,2015,0.0,0.515,0.82
Nik Stauskas,-3.3,-2.4,-1.0,-0.4,21,0.492,1127,11.0,4.4,14.2,0.503,0.216,SAC,2015,0.322,0.408,0.859
Reggie Evans,-2.4,-1.6,-0.8,-0.1,34,0.49,764,20.0,22.2,13.0,0.015,0.708,SAC,2015,0.0,0.43,0.619
Ramon Sessions,-5.1,-3.2,-1.9,-0.5,28,0.442,642,18.7,6.1,18.7,0.153,0.481,SAC,2015,0.214,0.368,0.727
Andre Miller,-3.6,-1.6,-2.0,-0.3,38,0.522,622,26.0,6.9,15.8,0.176,0.257,SAC,2015,0.231,0.508,0.789
Ryan Hollins,-2.3,-2.1,-0.1,0.0,30,0.648,441,19.1,13.2,13.1,0.0,0.659,SAC,2015,0.0,0.646,0.574
Quincy Miller,-0.1,-2.5,2.5,0.0,22,0.372,61,11.6,11.2,18.7,0.389,0.611,SAC,2015,0.143,0.273,0.727
David Stockton,-3.9,-2.2,-1.7,0.0,23,0.463,33,31.6,3.4,16.9,0.333,1.0,SAC,2015,0.5,0.25,0.5
David Wear,-9.4,-3.2,-6.2,0.0,24,0.0,7,0.0,16.2,12.6,0.5,0.0,SAC,2015,0.0,0.0,0.0
Sim Bhullar,32.5,14.9,17.5,0.0,22,0.5,3,0.0,18.9,29.4,0.0,0.0,SAC,2015,0.0,0.5,0.0
Eric Moreland,17.2,8.7,8.5,0.0,23,1.0,2,0.0,28.4,22.0,0.0,0.0,SAC,2015,0.0,1.0,0.0
Damian Lillard,4.7,4.3,0.3,4.9,24,0.56,2925,12.6,6.9,26.9,0.421,0.293,POR,2015,0.343,0.5,0.864
LaMarcus Aldridge,2.9,3.2,-0.3,3.1,29,0.528,2512,7.2,15.5,30.2,0.074,0.256,POR,2015,0.352,0.475,0.845
Nicolas Batum,2.1,0.3,1.8,2.4,26,0.516,2380,17.0,9.4,14.6,0.515,0.163,POR,2015,0.324,0.481,0.857
Wesley Matthews,3.1,2.0,1.1,2.6,28,0.586,2024,9.0,5.9,19.8,0.592,0.193,POR,2015,0.389,0.534,0.752
Robin Lopez,0.1,0.1,0.1,0.9,26,0.574,1638,12.9,12.9,15.5,0.002,0.291,POR,2015,0.0,0.537,0.772
Steve Blake,-1.8,-1.8,0.0,0.1,34,0.507,1529,23.2,4.8,13.2,0.67,0.125,POR,2015,0.352,0.417,0.707
Chris Kaman,-0.8,-0.8,0.1,0.4,32,0.537,1398,15.4,18.5,22.5,0.0,0.186,POR,2015,0.0,0.515,0.706
CJ McCollum,-0.6,-1.3,0.8,0.4,23,0.534,973,10.8,5.0,20.5,0.381,0.2,POR,2015,0.396,0.46,0.699
Meyers Leonard,0.6,0.1,0.5,0.6,22,0.631,847,13.1,15.8,15.8,0.457,0.131,POR,2015,0.42,0.586,0.938
Arron Afflalo,-3.8,-3.0,-0.8,-0.4,29,0.533,752,11.8,4.8,16.7,0.396,0.207,POR,2015,0.4,0.423,0.851
Allen Crabbe,-0.8,-2.4,1.5,0.2,22,0.525,683,8.6,5.7,11.5,0.556,0.105,POR,2015,0.353,0.485,0.75
Joel Freeland,-2.6,-3.0,0.4,-0.1,27,0.522,617,12.4,16.6,13.4,0.0,0.166,POR,2015,0.0,0.49,0.84
Dorell Wright,1.8,0.3,1.5,0.6,29,0.525,592,7.9,10.0,17.1,0.568,0.221,POR,2015,0.38,0.378,0.81
Thomas Robinson,-3.3,-4.6,1.4,-0.1,23,0.513,391,22.7,18.2,16.6,0.0,0.527,POR,2015,0.0,0.516,0.438
Will Barton,-3.3,-4.7,1.4,-0.1,24,0.422,300,13.8,6.1,18.5,0.18,0.15,POR,2015,0.222,0.415,0.667
Alonzo Gee,-3.2,-3.8,0.6,0.0,27,0.47,151,12.8,8.5,18.5,0.224,0.245,POR,2015,0.273,0.474,0.5
Victor Claver,-3.2,-3.5,0.3,0.0,26,0.6,76,16.7,14.1,14.1,0.55,0.0,POR,2015,0.545,0.333,0.0
Tim Frazier,-0.8,-1.8,1.0,0.0,24,0.557,68,25.3,7.1,18.2,0.333,0.333,POR,2015,0.333,0.5,0.833
Gordon Hayward,4.0,3.5,0.5,4.0,24,0.567,2618,13.8,8.2,26.2,0.304,0.425,UTA,2015,0.364,0.481,0.812
Trey Burke,-1.4,-0.1,-1.3,0.3,22,0.455,2288,10.4,5.2,23.9,0.388,0.144,UTA,2015,0.318,0.4,0.752
Derrick Favors,2.5,1.9,0.6,2.6,23,0.558,2280,10.2,15.4,23.8,0.007,0.362,UTA,2015,0.167,0.527,0.669
Rudy Gobert,4.2,1.7,2.5,3.4,22,0.627,2158,16.9,20.7,14.0,0.005,0.639,UTA,2015,0.0,0.607,0.623
Dante Exum,-4.3,-3.6,-0.7,-1.1,19,0.457,1817,21.5,4.2,13.8,0.635,0.077,UTA,2015,0.314,0.408,0.625
Joe Ingles,-1.2,-2.3,1.1,0.3,27,0.533,1673,20.9,6.0,12.9,0.571,0.113,UTA,2015,0.356,0.493,0.75
Trevor Booker,-0.2,-0.3,0.1,0.7,27,0.536,1564,14.3,14.7,18.1,0.181,0.319,UTA,2015,0.345,0.518,0.581
Enes Freedom,-2.7,0.0,-2.7,-0.2,22,0.535,1326,12.8,16.7,25.1,0.07,0.203,UTA,2015,0.317,0.505,0.788
Rodney Hood,-0.7,-1.0,0.3,0.3,22,0.529,1064,9.9,6.4,19.6,0.455,0.214,UTA,2015,0.365,0.456,0.763
Elijah Millsap,-3.1,-5.1,2.1,-0.3,27,0.45,924,19.5,9.4,17.0,0.378,0.361,UTA,2015,0.311,0.358,0.674
Alec Burks,-1.7,-0.5,-1.2,0.1,23,0.524,899,12.7,7.3,20.8,0.227,0.43,UTA,2015,0.382,0.409,0.822
Jeremy Evans,4.2,2.0,2.1,0.4,27,0.636,266,6.6,15.4,13.1,0.086,0.5,UTA,2015,0.4,0.566,0.828
Chris Johnson,0.5,-0.7,1.2,0.1,24,0.608,211,8.3,4.9,15.8,0.594,0.094,UTA,2015,0.342,0.692,1.0
Ian Clark,-2.6,-2.3,-0.3,0.0,23,0.476,161,13.2,4.7,15.1,0.568,0.114,UTA,2015,0.36,0.316,1.0
Bryce Cotton,-2.2,-0.6,-1.7,0.0,22,0.52,159,13.5,6.5,25.6,0.29,0.261,UTA,2015,0.35,0.449,0.833
Steve Novak,2.4,3.6,-1.2,0.1,31,0.669,109,7.7,8.5,16.4,0.943,0.057,UTA,2015,0.485,0.0,0.0
Jack Cooley,-5.7,-6.6,1.0,-0.1,23,0.432,87,8.8,16.6,18.0,0.0,0.955,UTA,2015,0.0,0.409,0.429
Elliot Williams,3.6,3.1,0.6,0.1,25,0.648,42,22.4,4.1,19.5,0.538,0.154,UTA,2015,0.714,0.167,0.5
Patrick Christopher,-15.0,-13.0,-2.0,-0.1,26,0.25,29,7.7,12.0,20.6,0.333,0.0,UTA,2015,0.0,0.375,0.0
Grant Jerrett,-1.6,-3.3,1.7,0.0,21,0.477,26,9.6,11.1,18.4,0.222,0.111,UTA,2015,0.0,0.571,1.0
Jerrelle Benimon,-13.0,-9.4,-3.7,0.0,23,0.0,3,100.0,57.8,15.3,0.0,0.0,UTA,2015,0.0,0.0,0.0
Toure' Murry,-56.3,-36.0,-20.3,0.0,25,0.0,1,0.0,0.0,45.8,0.0,0.0,UTA,2015,0.0,0.0,0.0
Ty Lawson,2.2,3.0,-0.9,2.8,27,0.526,2665,14.6,4.7,20.6,0.221,0.392,DEN,2015,0.341,0.463,0.73
Wilson Chandler,-0.6,0.2,-0.7,0.9,27,0.523,2471,9.6,10.4,20.1,0.416,0.146,DEN,2015,0.342,0.49,0.775
Kenneth Faried,-0.1,0.6,-0.7,1.0,25,0.548,2086,12.0,17.3,20.3,0.011,0.391,DEN,2015,0.125,0.511,0.691
Arron Afflalo,-1.9,-0.7,-1.2,0.1,29,0.533,1750,10.3,5.6,19.9,0.37,0.23,DEN,2015,0.337,0.481,0.841
Danilo Gallinari,2.4,2.6,-0.2,1.6,26,0.563,1426,8.0,8.3,21.5,0.53,0.336,DEN,2015,0.355,0.453,0.895
J.J. Hickson,-2.7,-1.6,-1.1,-0.2,26,0.504,1411,14.9,17.3,19.7,0.004,0.438,DEN,2015,0.0,0.477,0.577
Jusuf Nurkić,-2.8,-3.7,0.9,-0.2,20,0.483,1103,16.3,18.7,20.7,0.005,0.345,DEN,2015,0.0,0.449,0.636
Randy Foye,-1.2,-0.3,-0.9,0.2,31,0.51,1087,12.3,4.2,19.3,0.654,0.137,DEN,2015,0.357,0.388,0.818
Darrell Arthur,-1.7,-2.4,0.7,0.1,26,0.466,988,10.3,9.3,20.0,0.286,0.154,DEN,2015,0.236,0.471,0.78
Timofey Mozgov,-1.9,-1.9,-0.1,0.0,28,0.554,897,14.8,16.4,15.3,0.026,0.371,DEN,2015,0.333,0.509,0.733
Gary Harris,-5.3,-5.6,0.3,-0.6,20,0.395,719,13.8,4.8,16.6,0.475,0.217,DEN,2015,0.204,0.395,0.745
Jameer Nelson,0.0,1.0,-1.0,0.3,32,0.53,702,16.5,5.1,22.7,0.433,0.063,DEN,2015,0.354,0.524,0.579
Will Barton,1.2,0.3,0.9,0.5,24,0.533,683,13.3,10.1,21.0,0.265,0.312,DEN,2015,0.284,0.5,0.81
Alonzo Gee,0.2,-0.5,0.7,0.3,27,0.574,511,13.1,7.4,16.1,0.175,0.474,DEN,2015,0.417,0.496,0.738
Nate Robinson,-3.1,-1.7,-1.4,-0.1,30,0.433,465,9.0,4.5,22.6,0.451,0.196,DEN,2015,0.261,0.42,0.65
Erick Green,-4.3,-3.0,-1.3,-0.2,23,0.436,410,7.7,4.1,19.1,0.29,0.074,DEN,2015,0.298,0.409,0.833
Joffrey Lauvergne,-5.6,-4.8,-0.8,-0.2,23,0.459,268,17.8,15.5,19.9,0.18,0.315,DEN,2015,0.188,0.452,0.643
JaVale McGee,-1.2,-1.8,0.6,0.0,27,0.597,195,15.0,13.3,19.2,0.0,0.475,DEN,2015,0.0,0.557,0.69
Ian Clark,-5.0,-6.7,1.7,0.0,23,0.509,31,13.6,5.2,20.6,0.455,0.364,DEN,2015,0.2,0.5,1.0
Jamaal Franklin,-5.6,-3.8,-1.8,0.0,23,0.75,13,60.0,8.3,16.6,1.0,0.0,DEN,2015,0.5,0.0,0.0
Andrew Wiggins,-2.4,-0.4,-2.0,-0.3,19,0.517,2969,11.7,7.2,22.6,0.111,0.41,MIN,2015,0.31,0.453,0.76
Gorgui Dieng,0.2,-0.1,0.3,1.2,25,0.573,2193,16.9,15.9,15.0,0.012,0.477,MIN,2015,0.167,0.51,0.783
Zach LaVine,-4.6,-2.2,-2.5,-1.3,19,0.515,1902,20.4,6.4,22.0,0.247,0.261,MIN,2015,0.341,0.449,0.842
Thaddeus Young,-0.5,-0.4,-0.1,0.6,26,0.491,1605,9.7,8.7,21.2,0.101,0.201,MIN,2015,0.292,0.469,0.682
Kevin Martin,-0.7,1.7,-2.4,0.4,31,0.549,1302,9.7,6.2,26.6,0.306,0.309,MIN,2015,0.393,0.442,0.881
Chase Budinger,-1.8,-0.5,-1.3,0.0,26,0.537,1286,10.3,8.8,16.3,0.367,0.208,MIN,2015,0.364,0.474,0.827
Mo Williams,-2.2,0.8,-3.0,-0.1,32,0.511,1149,17.3,4.9,22.7,0.38,0.21,MIN,2015,0.347,0.437,0.851
Anthony Bennett,-3.9,-2.5,-1.4,-0.4,21,0.458,894,10.0,13.8,17.8,0.077,0.215,MIN,2015,0.304,0.431,0.641
Shabazz Muhammad,0.7,3.5,-2.7,0.6,22,0.556,866,7.1,10.2,25.3,0.128,0.365,MIN,2015,0.392,0.503,0.717
Nikola Peković,-2.0,0.3,-2.3,0.0,29,0.502,815,9.8,16.4,23.1,0.0,0.393,MIN,2015,0.0,0.424,0.837
Robbie Hummel,-4.1,-2.7,-1.4,-0.4,25,0.536,742,8.9,10.3,12.1,0.297,0.169,MIN,2015,0.314,0.521,0.828
Adreian Payne,-6.8,-4.9,-2.0,-0.9,23,0.448,720,15.9,12.5,16.9,0.038,0.207,MIN,2015,0.125,0.429,0.659
Ricky Rubio,-0.1,-0.3,0.2,0.3,24,0.452,692,20.4,10.3,20.0,0.233,0.324,MIN,2015,0.255,0.387,0.803
Corey Brewer,-0.8,-1.9,1.1,0.2,28,0.484,680,16.2,7.9,20.1,0.182,0.347,MIN,2015,0.195,0.467,0.705
Lorenzo Brown,-2.5,-2.8,0.3,-0.1,24,0.468,549,18.7,7.3,12.9,0.23,0.156,MIN,2015,0.214,0.489,0.632
Justin Hamilton,0.7,0.6,0.2,0.3,24,0.586,423,12.1,11.6,15.5,0.106,0.354,MIN,2015,0.333,0.535,0.825
Gary Neal,-0.5,0.2,-0.7,0.1,30,0.544,262,7.7,7.6,21.8,0.295,0.314,MIN,2015,0.355,0.459,0.879
Jeff Adrien,-2.4,-1.9,-0.6,0.0,28,0.494,215,12.9,20.5,14.3,0.0,0.864,MIN,2015,0.0,0.432,0.579
Troy Daniels,-5.8,-2.6,-3.2,-0.1,23,0.443,154,11.8,7.1,19.4,0.661,0.034,MIN,2015,0.333,0.3,1.0
Glenn Robinson III,-5.4,-3.2,-2.2,-0.1,21,0.467,108,8.8,7.4,13.9,0.25,0.667,MIN,2015,0.167,0.389,0.75
Kevin Garnett,4.3,0.8,3.5,0.2,38,0.58,98,3.0,15.2,15.2,0.032,0.129,MIN,2015,0.0,0.6,0.5
Sean Kilpatrick,-2.2,-1.4,-0.9,0.0,25,0.506,72,8.4,4.8,14.6,0.65,0.2,MIN,2015,0.308,0.429,1.0
Arinze Onuaku,1.4,2.8,-1.4,0.1,27,0.771,68,10.2,17.7,12.7,0.0,0.571,MIN,2015,0.0,0.857,0.375
Miroslav Raduljica,-15.0,-11.8,-3.2,-0.1,27,0.45,23,18.4,12.4,20.9,0.0,0.25,MIN,2015,0.0,0.375,1.0
Ronny Turiaf,-3.2,-1.3,-1.8,0.0,32,0.0,19,0.0,3.0,0.0,0.0,0.0,MIN,2015,0.0,0.0,0.0
Russell Westbrook,8.1,6.9,1.2,5.8,26,0.536,2302,14.3,11.4,38.4,0.196,0.445,OKC,2015,0.299,0.457,0.835
Serge Ibaka,0.9,0.5,0.4,1.6,25,0.549,2116,10.4,12.6,18.9,0.261,0.14,OKC,2015,0.376,0.511,0.836
Anthony Morrow,1.8,1.9,-0.1,1.7,29,0.604,1806,5.5,5.8,16.5,0.528,0.145,OKC,2015,0.434,0.497,0.888
Steven Adams,-1.3,-1.5,0.2,0.3,21,0.549,1771,16.8,15.8,14.3,0.005,0.514,OKC,2015,0.0,0.547,0.502
Dion Waiters,-3.7,-2.5,-1.2,-0.6,23,0.455,1422,8.8,5.1,21.7,0.265,0.185,OKC,2015,0.319,0.419,0.625
Reggie Jackson,0.7,0.9,-0.2,0.9,24,0.511,1398,12.7,7.7,22.1,0.274,0.2,OKC,2015,0.278,0.49,0.861
Andre Roberson,-0.7,-2.4,1.7,0.4,23,0.513,1286,17.2,10.6,9.0,0.423,0.239,OKC,2015,0.247,0.612,0.479
Nick Collison,-1.0,-1.9,0.9,0.3,34,0.485,1101,13.8,12.2,12.8,0.237,0.257,OKC,2015,0.267,0.466,0.692
Kendrick Perkins,-4.6,-5.0,0.3,-0.7,30,0.461,981,25.3,15.2,12.9,0.005,0.403,OKC,2015,0.0,0.443,0.507
Kevin Durant,10.0,8.6,1.4,2.8,26,0.633,913,12.0,10.4,29.1,0.34,0.366,OKC,2015,0.403,0.565,0.854
Enes Freedom,2.0,4.4,-2.3,0.8,22,0.611,809,11.6,19.0,23.9,0.012,0.335,OKC,2015,0.75,0.564,0.776
D.J. Augustin,-2.3,-1.0,-1.3,-0.1,27,0.503,677,14.8,4.8,15.1,0.516,0.194,OKC,2015,0.354,0.389,0.861
Jeremy Lamb,1.6,0.9,0.8,0.6,22,0.538,633,9.0,9.1,20.5,0.444,0.22,OKC,2015,0.342,0.475,0.891
Perry Jones,-4.4,-4.0,-0.4,-0.4,23,0.459,631,10.7,6.5,15.3,0.326,0.201,OKC,2015,0.233,0.476,0.649
Mitch McGary,-1.9,-1.4,-0.5,0.0,22,0.55,485,14.5,18.2,19.0,0.012,0.242,OKC,2015,0.0,0.54,0.625
Kyle Singler,-3.2,-3.4,0.2,-0.1,26,0.461,456,11.2,6.5,11.0,0.563,0.167,OKC,2015,0.37,0.286,0.688
Lance Thomas,-4.7,-4.0,-0.7,-0.3,26,0.402,450,10.8,8.9,15.1,0.008,0.262,OKC,2015,0.0,0.36,0.697
Sebastian Telfair,-1.4,-1.0,-0.4,0.1,29,0.479,327,11.4,4.9,20.8,0.48,0.272,OKC,2015,0.3,0.431,0.706
Ish Smith,-3.1,-3.1,-0.1,0.0,26,0.378,155,15.5,9.3,16.1,0.111,0.2,OKC,2015,0.2,0.35,0.667
Steve Novak,-7.2,-4.7,-2.5,-0.1,31,0.357,88,8.7,3.7,11.3,0.714,0.0,OKC,2015,0.2,0.5,0.0
Grant Jerrett,-20.4,-16.9,-3.5,-0.1,21,0.206,25,10.5,8.6,32.7,0.765,0.0,OKC,2015,0.077,0.5,0.0
Tyreke Evans,1.2,1.4,-0.2,2.2,25,0.508,2690,16.0,8.8,26.1,0.195,0.25,NOP,2015,0.304,0.482,0.694
Anthony Davis,8.9,6.6,2.3,6.7,21,0.591,2455,6.3,16.1,27.8,0.01,0.384,NOP,2015,0.083,0.54,0.805
Eric Gordon,-1.0,0.2,-1.2,0.5,26,0.544,2018,14.0,4.5,19.8,0.454,0.192,NOP,2015,0.448,0.38,0.805
Ömer Aşık,-1.2,-0.4,-0.9,0.4,28,0.545,1982,15.7,21.4,14.0,0.0,0.546,NOP,2015,0.0,0.517,0.582
Ryan Anderson,-0.3,1.8,-2.1,0.7,26,0.524,1675,7.2,10.0,23.4,0.492,0.207,NOP,2015,0.34,0.457,0.854
